"date","open","high","low","close","volume","adjusted","daily_ror","lag1","lag2","lag3","lag4","lag5","direction","range"
2012-01-11,128.729996,129.369995,128.520004,129.199997,111540700,106.350159,0.054191941209969,0.867065804939049,0.242735984889442,-0.257731565056174,0.266241531597422,0.156876345493395,"Up",0.849990999999989
2012-01-12,129.570007,129.699997,128.539993,129.509995,118983700,106.605331,0.239935701459548,0.054191941209969,0.867065804939049,0.242735984889442,-0.257731565056174,0.266241531597422,"Up",1.16000399999999
2012-01-13,128.639999,129.050003,127.720001,128.839996,179836200,106.053848,-0.517312778663959,0.239935701459548,0.054191941209969,0.867065804939049,0.242735984889442,-0.257731565056174,"Down",1.33000200000001
2012-01-17,130.080002,130.320007,128.899994,129.339996,132209200,106.465416,0.388074556238638,-0.517312778663959,0.239935701459548,0.054191941209969,0.867065804939049,0.242735984889442,"Up",1.42001300000001
2012-01-18,129.309998,130.839996,129.080002,130.770004,163395200,107.642487,1.10559000680559,0.388074556238638,-0.517312778663959,0.239935701459548,0.054191941209969,0.867065804939049,"Up",1.75999400000001
2012-01-19,131.220001,131.570007,130.800003,131.460007,126328900,108.210503,0.52768754776169,1.10559000680559,0.388074556238638,-0.517312778663959,0.239935701459548,0.054191941209969,"Up",0.770004
2012-01-20,131.240005,131.949997,130.919998,131.949997,138230200,108.613815,0.372710586143388,0.52768754776169,1.10559000680559,0.388074556238638,-0.517312778663959,0.239935701459548,"Up",1.029999
2012-01-23,131.509995,132.25,130.979996,131.610001,129295800,108.333923,-0.257694658824026,0.372710586143388,0.52768754776169,1.10559000680559,0.388074556238638,-0.517312778663959,"Down",1.270004
2012-01-24,130.800003,131.5,130.600006,131.460007,103083300,108.210503,-0.113925533740711,-0.257694658824026,0.372710586143388,0.52768754776169,1.10559000680559,0.388074556238638,"Down",0.899993999999992
2012-01-25,131.259995,132.869995,130.75,132.559998,198613200,109.115921,0.836719149156906,-0.113925533740711,-0.257694658824026,0.372710586143388,0.52768754776169,1.10559000680559,"Up",2.11999499999999
2012-01-26,133.149994,133.399994,131.360001,131.880005,184880500,108.556168,-0.512989300617273,0.836719149156906,-0.113925533740711,-0.257694658824026,0.372710586143388,0.52768754776169,"Down",2.03999299999998
2012-01-27,131.240005,132.050003,131.149994,131.820007,135259100,108.506828,-0.0454511253565992,-0.512989300617273,0.836719149156906,-0.113925533740711,-0.257694658824026,0.372710586143388,"Down",0.900009000000011
2012-01-30,130.509995,131.440002,130.059998,131.369995,147311800,108.136375,-0.34140985118466,-0.0454511253565992,-0.512989300617273,0.836719149156906,-0.113925533740711,-0.257694658824026,"Down",1.38000399999999
2012-01-31,132.020004,132.179993,130.679993,131.320007,157212000,108.095276,-0.0380066374520149,-0.34140985118466,-0.0454511253565992,-0.512989300617273,0.836719149156906,-0.113925533740711,"Down",1.5
2012-02-01,132.289993,133.139999,132.130005,132.470001,166234500,109.04184,0.875675640071449,-0.0380066374520149,-0.34140985118466,-0.0454511253565992,-0.512989300617273,0.836719149156906,"Up",1.00999399999998
2012-02-02,132.729996,133.020004,132.210007,132.679993,113090400,109.214691,0.158518051419532,0.875675640071449,-0.0380066374520149,-0.34140985118466,-0.0454511253565992,-0.512989300617273,"Up",0.80999700000001
2012-02-03,134,134.619995,133.770004,134.539993,160598500,110.745743,1.40187367283766,0.158518051419532,0.875675640071449,-0.0380066374520149,-0.34140985118466,-0.0454511253565992,"Up",0.849990999999989
2012-02-06,133.979996,134.509995,133.830002,134.449997,107694500,110.671654,-0.0669000884304882,1.40187367283766,0.158518051419532,0.875675640071449,-0.0380066374520149,-0.34140985118466,"Down",0.679992999999996
2012-02-07,134.169998,135.020004,133.639999,134.789993,135528100,110.951523,0.252882278239008,-0.0669000884304882,1.40187367283766,0.158518051419532,0.875675640071449,-0.0380066374520149,"Up",1.38000500000001
2012-02-08,134.860001,135.220001,134.309998,135.190002,139361400,111.280807,0.296781865716267,0.252882278239008,-0.0669000884304882,1.40187367283766,0.158518051419532,0.875675640071449,"Up",0.910002999999989
